Component_1,Smiles_1,Component_2,Smiles_2,T_EP,nHD_1,nHA_1,nCsp3_1,nArR_1,nAlR_1,nValE_1,MolLogP_1,PEOE_VSA1_1,PEOE_VSA2_1,PEOE_VSA3_1,PEOE_VSA4_1,PEOE_VSA5_1,PEOE_VSA6_1,PEOE_VSA7_1,PEOE_VSA8_1,PEOE_VSA9_1,PEOE_VSA10_1,PEOE_VSA11_1,PEOE_VSA12_1,PEOE_VSA13_1,PEOE_VSA14_1,nHD_2,nHA_2,nCsp3_2,nArR_2,nAlR_2,nValE_2,MolLogP_2,PEOE_VSA1_2,PEOE_VSA2_2,PEOE_VSA3_2,PEOE_VSA4_2,PEOE_VSA5_2,PEOE_VSA6_2,PEOE_VSA7_2,PEOE_VSA8_2,PEOE_VSA9_2,PEOE_VSA10_2,PEOE_VSA11_2,PEOE_VSA12_2,PEOE_VSA13_2,PEOE_VSA14_2,MoRSE_N_0_1,MoRSE_N_1_1,MoRSE_N_2_1,MoRSE_N_3_1,MoRSE_N_4_1,MoRSE_N_5_1,MoRSE_N_6_1,MoRSE_N_7_1,MoRSE_N_8_1,MoRSE_N_9_1,MoRSE_N_10_1,MoRSE_N_11_1,MoRSE_N_12_1,MoRSE_N_13_1,MoRSE_N_14_1,MoRSE_N_15_1,MoRSE_N_16_1,MoRSE_N_17_1,MoRSE_N_18_1,MoRSE_N_19_1,MoRSE_N_20_1,MoRSE_N_21_1,MoRSE_N_22_1,MoRSE_N_23_1,MoRSE_N_24_1,MoRSE_N_25_1,MoRSE_N_26_1,MoRSE_N_27_1,MoRSE_N_28_1,MoRSE_N_29_1,MoRSE_N_30_1,MoRSE_N_31_1,MoRSE_O_0_1,MoRSE_O_1_1,MoRSE_O_2_1,MoRSE_O_3_1,MoRSE_O_4_1,MoRSE_O_5_1,MoRSE_O_6_1,MoRSE_O_7_1,MoRSE_O_8_1,MoRSE_O_9_1,MoRSE_O_10_1,MoRSE_O_11_1,MoRSE_O_12_1,MoRSE_O_13_1,MoRSE_O_14_1,MoRSE_O_15_1,MoRSE_O_16_1,MoRSE_O_17_1,MoRSE_O_18_1,MoRSE_O_19_1,MoRSE_O_20_1,MoRSE_O_21_1,MoRSE_O_22_1,MoRSE_O_23_1,MoRSE_O_24_1,MoRSE_O_25_1,MoRSE_O_26_1,MoRSE_O_27_1,MoRSE_O_28_1,MoRSE_O_29_1,MoRSE_O_30_1,MoRSE_O_31_1,RGyration_1,InertialShapeFactor_1,Eccentricity_1,Asphericity_1,SpherocityIndex_1,MoRSE_N_0_2,MoRSE_N_1_2,MoRSE_N_2_2,MoRSE_N_3_2,MoRSE_N_4_2,MoRSE_N_5_2,MoRSE_N_6_2,MoRSE_N_7_2,MoRSE_N_8_2,MoRSE_N_9_2,MoRSE_N_10_2,MoRSE_N_11_2,MoRSE_N_12_2,MoRSE_N_13_2,MoRSE_N_14_2,MoRSE_N_15_2,MoRSE_N_16_2,MoRSE_N_17_2,MoRSE_N_18_2,MoRSE_N_19_2,MoRSE_N_20_2,MoRSE_N_21_2,MoRSE_N_22_2,MoRSE_N_23_2,MoRSE_N_24_2,MoRSE_N_25_2,MoRSE_N_26_2,MoRSE_N_27_2,MoRSE_N_28_2,MoRSE_N_29_2,MoRSE_N_30_2,MoRSE_N_31_2,MoRSE_O_0_2,MoRSE_O_1_2,MoRSE_O_2_2,MoRSE_O_3_2,MoRSE_O_4_2,MoRSE_O_5_2,MoRSE_O_6_2,MoRSE_O_7_2,MoRSE_O_8_2,MoRSE_O_9_2,MoRSE_O_10_2,MoRSE_O_11_2,MoRSE_O_12_2,MoRSE_O_13_2,MoRSE_O_14_2,MoRSE_O_15_2,MoRSE_O_16_2,MoRSE_O_17_2,MoRSE_O_18_2,MoRSE_O_19_2,MoRSE_O_20_2,MoRSE_O_21_2,MoRSE_O_22_2,MoRSE_O_23_2,MoRSE_O_24_2,MoRSE_O_25_2,MoRSE_O_26_2,MoRSE_O_27_2,MoRSE_O_28_2,MoRSE_O_29_2,MoRSE_O_30_2,MoRSE_O_31_2,RGyration_2,InertialShapeFactor_2,Eccentricity_2,Asphericity_2,SpherocityIndex_2
Caffeic acid,O=C(O)/C=C/c1ccc(O)c(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],340.15,3,4,0.0,1,0,68,1.1956,15.326424573321638,0.0,4.794537184071822,0.0,0.0,6.042418707663295,23.70036065305915,6.052071746035566,6.853792780851101,0.0,11.49902366656781,0.0,4.293598971697903,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,210.0,12.822,-1.231,0.966,-3.512,-0.787,2.416,0.519,-0.572,0.193,0.014,0.004,-0.568,-0.098,0.789,-0.115,-0.09,-1.019,-0.169,1.221,-0.079,0.071,-0.475,-0.156,0.312,0.036,-0.073,-0.062,0.017,-0.029,-0.121,0.118,210.0,12.822,-1.231,0.966,-3.512,-0.787,2.416,0.519,-0.572,0.193,0.014,0.004,-0.568,-0.098,0.789,-0.115,-0.09,-1.019,-0.169,1.221,-0.079,0.071,-0.475,-0.156,0.312,0.036,-0.073,-0.062,0.017,-0.029,-0.121,0.118,2.787897766852221,0.002704371908818481,0.9664479822673905,0.41965638896781765,0.33300782245675314,231.0,30.417,-4.477,0.166,-2.148,-2.537,1.787,1.215,1.125,-1.057,-0.894,-0.208,0.229,0.62,0.663,-0.585,-0.702,-0.177,0.349,1.267,-0.791,-0.8,0.447,-0.316,0.352,0.536,-0.4,-0.45,0.073,0.231,0.08,0.153,231.0,30.417,-4.477,0.166,-2.148,-2.537,1.787,1.215,1.125,-1.057,-0.894,-0.208,0.229,0.62,0.663,-0.585,-0.702,-0.177,0.349,1.267,-0.791,-0.8,0.447,-0.316,0.352,0.536,-0.4,-0.45,0.073,0.231,0.08,0.153,3.276263041830779,0.003032859491007621,0.9798270154812285,0.5164761693479093,0.4888573267267792
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.83,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,40,-2.673599999999997,16.8900640188746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35241027517165,0.0,0.0,0.0,0.0,0.0,496.0,23.571,-10.007,1.865,-3.539,-4.746,3.212,1.833,-0.454,0.421,-1.287,-1.553,0.796,1.457,-0.548,0.027,-1.421,-0.755,1.422,1.368,-1.523,0.051,-0.158,-0.301,0.436,0.601,-0.373,-0.381,-0.308,-0.066,1.042,-0.054,496.0,23.571,-10.007,1.865,-3.539,-4.746,3.212,1.833,-0.454,0.421,-1.287,-1.553,0.796,1.457,-0.548,0.027,-1.421,-0.755,1.422,1.368,-1.523,0.051,-0.158,-0.301,0.436,0.601,-0.373,-0.381,-0.308,-0.066,1.042,-0.054,2.710299397410201,0.0013606404204425623,0.8968545462878069,0.2018720804713242,0.2851986136942842,153.0,27.839,-2.91,-1.839,-0.176,-2.776,1.244,0.718,1.215,-0.992,-1.069,0.022,0.421,0.474,0.192,-0.287,-0.833,-0.463,0.971,0.696,-0.564,-0.68,0.305,-0.049,0.243,0.627,-0.568,-0.324,0.134,0.049,0.288,0.107,153.0,27.839,-2.91,-1.839,-0.176,-2.776,1.244,0.718,1.215,-0.992,-1.069,0.022,0.421,0.474,0.192,-0.287,-0.833,-0.463,0.971,0.696,-0.564,-0.68,0.305,-0.049,0.243,0.627,-0.568,-0.324,0.134,0.049,0.288,0.107,2.705099940183522,0.009751917770598756,0.9907907376637817,0.6549517775393183,0.6689169059130182
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],299.15,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,40,-2.673599999999997,16.8900640188746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35241027517165,0.0,0.0,0.0,0.0,0.0,496.0,26.348,-5.931,0.503,-2.175,-5.035,4.338,2.067,-0.349,0.071,-1.157,-1.611,1.031,1.506,-0.647,-0.001,-0.967,-0.834,1.646,0.98,-1.227,-0.567,-0.07,0.285,0.143,0.227,0.029,-0.607,-0.422,0.292,0.872,-0.159,496.0,26.348,-5.931,0.503,-2.175,-5.035,4.338,2.067,-0.349,0.071,-1.157,-1.611,1.031,1.506,-0.647,-0.001,-0.967,-0.834,1.646,0.98,-1.227,-0.567,-0.07,0.285,0.143,0.227,0.029,-0.607,-0.422,0.292,0.872,-0.159,2.831649884602711,0.0019185035386299508,0.9371220318570501,0.2882524896337753,0.39954000375463034,153.0,29.33,-2.98,-1.31,-0.44,-2.465,1.071,0.994,1.214,-1.23,-0.99,-0.109,0.354,0.565,0.409,-0.401,-0.721,-0.471,0.873,0.861,-0.712,-0.492,0.175,-0.103,0.258,0.546,-0.485,-0.332,-0.028,0.23,0.095,0.275,153.0,29.33,-2.98,-1.31,-0.44,-2.465,1.071,0.994,1.214,-1.23,-0.99,-0.109,0.354,0.565,0.409,-0.401,-0.721,-0.471,0.873,0.861,-0.712,-0.492,0.175,-0.103,0.258,0.546,-0.485,-0.332,-0.028,0.23,0.095,0.275,3.135636686576886,0.00975646603092224,0.9950641173117702,0.7360203335578355,0.5986433390462745
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.94,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,40,-2.673599999999997,16.8900640188746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35241027517165,0.0,0.0,0.0,0.0,0.0,496.0,29.206,-8.832,2.438,-2.885,-4.061,3.267,2.522,-0.103,0.524,-1.757,-0.994,1.131,1.559,-0.41,-0.075,-1.353,-0.658,1.612,1.325,-1.359,0.103,-0.317,-0.332,0.622,0.428,-0.516,-0.339,-0.524,0.174,0.871,-0.167,496.0,29.206,-8.832,2.438,-2.885,-4.061,3.267,2.522,-0.103,0.524,-1.757,-0.994,1.131,1.559,-0.41,-0.075,-1.353,-0.658,1.612,1.325,-1.359,0.103,-0.317,-0.332,0.622,0.428,-0.516,-0.339,-0.524,0.174,0.871,-0.167,3.0359531053499595,0.002084175088685812,0.9638765452308163,0.40253831337955354,0.28081820804385543,153.0,27.439,-3.117,-0.841,-0.788,-2.383,1.229,0.671,1.391,-1.262,-0.928,-0.317,0.614,0.364,0.337,-0.424,-0.625,-0.54,0.694,1.056,-0.835,-0.498,0.183,-0.023,0.205,0.583,-0.53,-0.209,-0.15,0.219,0.317,0.082,153.0,27.439,-3.117,-0.841,-0.788,-2.383,1.229,0.671,1.391,-1.262,-0.928,-0.317,0.614,0.364,0.337,-0.424,-0.625,-0.54,0.694,1.056,-0.835,-0.498,0.183,-0.023,0.205,0.583,-0.53,-0.209,-0.15,0.219,0.317,0.082,2.574663260974106,0.00980265462746784,0.9887572596081674,0.6252309748918194,0.6871973314058897
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],465.25,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,24.134,-7.498,1.737,-3.785,-4.031,3.342,2.108,-0.706,0.437,-1.603,-1.173,1.137,1.986,-0.708,0.435,-1.185,-1.227,2.151,0.823,-1.371,0.065,-0.441,0.028,0.621,0.232,-0.198,-0.319,-0.635,0.372,0.836,-0.043,496.0,24.134,-7.498,1.737,-3.785,-4.031,3.342,2.108,-0.706,0.437,-1.603,-1.173,1.137,1.986,-0.708,0.435,-1.185,-1.227,2.151,0.823,-1.371,0.065,-0.441,0.028,0.621,0.232,-0.198,-0.319,-0.635,0.372,0.836,-0.043,2.9241492236026336,0.0020459851943885306,0.9465708970371965,0.3234502169649374,0.4329584978248067,435.0,30.488,-5.005,0.698,-2.198,-4.612,1.918,2.565,0.291,-0.286,-2.06,-0.671,0.924,1.373,-0.187,-0.623,-0.472,-1.537,1.467,1.898,-1.697,-0.424,-0.027,0.206,0.374,0.65,-0.699,0.096,-0.829,0.537,0.727,-0.047,435.0,30.488,-5.005,0.698,-2.198,-4.612,1.918,2.565,0.291,-0.286,-2.06,-0.671,0.924,1.373,-0.187,-0.623,-0.472,-1.537,1.467,1.898,-1.697,-0.424,-0.027,0.206,0.374,0.65,-0.699,0.096,-0.829,0.537,0.727,-0.047,2.875803710564446,0.002510121004311511,0.9671020817325147,0.42156634075283506,0.3845014197319098
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],431.0,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,34.321,-8.173,0.887,-4.094,-3.682,3.064,2.705,-0.078,-0.037,-1.562,-1.21,0.68,2.092,-0.735,0.007,-1.145,-0.735,2.147,0.701,-1.307,0.11,-0.311,0.099,0.432,0.316,-0.168,-0.57,-0.528,0.384,0.906,-0.225,496.0,34.321,-8.173,0.887,-4.094,-3.682,3.064,2.705,-0.078,-0.037,-1.562,-1.21,0.68,2.092,-0.735,0.007,-1.145,-0.735,2.147,0.701,-1.307,0.11,-0.311,0.099,0.432,0.316,-0.168,-0.57,-0.528,0.384,0.906,-0.225,3.326904895461687,0.005031196683681089,0.9944416589350459,0.7195784610978609,0.21626769218637776,435.0,29.356,-4.416,-0.434,-2.264,-3.258,1.599,2.53,0.114,-0.207,-1.899,-0.827,1.117,0.973,-0.08,-0.414,-0.7,-1.005,1.345,1.484,-1.186,-1.044,0.066,0.467,0.385,0.511,-0.622,-0.379,-0.414,0.522,0.423,0.148,435.0,29.356,-4.416,-0.434,-2.264,-3.258,1.599,2.53,0.114,-0.207,-1.899,-0.827,1.117,0.973,-0.08,-0.414,-0.7,-1.005,1.345,1.484,-1.186,-1.044,0.066,0.467,0.385,0.511,-0.622,-0.379,-0.414,0.522,0.423,0.148,3.5051919384360852,0.002436196772257609,0.9787384703635784,0.5115983721657101,0.6373037583961222
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],403.28,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,24.71,-5.405,0.177,-2.797,-2.994,2.65,2.204,-0.47,0.062,-1.556,-1.024,0.539,1.88,-0.864,0.045,-1.11,-0.925,2.102,0.759,-1.178,-0.293,-0.393,0.409,0.299,0.31,-0.181,-0.553,-0.359,0.384,0.755,-0.066,496.0,24.71,-5.405,0.177,-2.797,-2.994,2.65,2.204,-0.47,0.062,-1.556,-1.024,0.539,1.88,-0.864,0.045,-1.11,-0.925,2.102,0.759,-1.178,-0.293,-0.393,0.409,0.299,0.31,-0.181,-0.553,-0.359,0.384,0.755,-0.066,2.748136549841321,0.0015908525157134045,0.920536330495726,0.2451673971069386,0.30542402107295524,435.0,28.821,-5.054,0.151,-2.97,-3.235,1.403,2.465,0.095,0.428,-1.773,-1.251,1.757,1.323,-0.029,-0.724,-0.731,-0.726,1.258,1.331,-1.068,-1.019,0.317,0.291,0.539,0.547,-0.32,-0.612,-0.443,0.658,0.447,-0.04,435.0,28.821,-5.054,0.151,-2.97,-3.235,1.403,2.465,0.095,0.428,-1.773,-1.251,1.757,1.323,-0.029,-0.724,-0.731,-0.726,1.258,1.331,-1.068,-1.019,0.317,0.291,0.539,0.547,-0.32,-0.612,-0.443,0.658,0.447,-0.04,2.815515923121898,0.0022623094023998505,0.9347108624709224,0.28685861918103217,0.6370165832723613
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],346.25,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,26.148,-5.314,-1.312,-0.606,-4.902,3.47,2.857,-0.282,-0.107,-0.729,-1.839,1.56,1.473,-0.439,0.021,-1.177,-0.98,1.824,1.033,-1.41,-0.225,-0.203,0.198,0.693,-0.02,-0.031,-0.584,-0.148,0.245,0.801,0.009,496.0,26.148,-5.314,-1.312,-0.606,-4.902,3.47,2.857,-0.282,-0.107,-0.729,-1.839,1.56,1.473,-0.439,0.021,-1.177,-0.98,1.824,1.033,-1.41,-0.225,-0.203,0.198,0.693,-0.02,-0.031,-0.584,-0.148,0.245,0.801,0.009,2.7558744664099954,0.0020177451341879854,0.9328435511881579,0.27519753834215516,0.43560329692960875,435.0,27.198,-3.362,0.109,-2.307,-2.971,1.412,1.688,1.221,-0.484,-1.297,-1.2,1.4,0.999,-0.018,-0.476,-0.833,-0.811,1.215,1.809,-1.396,-0.821,0.134,0.285,0.239,0.495,-0.485,-0.606,-0.132,0.404,0.51,0.192,435.0,27.198,-3.362,0.109,-2.307,-2.971,1.412,1.688,1.221,-0.484,-1.297,-1.2,1.4,0.999,-0.018,-0.476,-0.833,-0.811,1.215,1.809,-1.396,-0.821,0.134,0.285,0.239,0.495,-0.485,-0.606,-0.132,0.404,0.51,0.192,2.8864423640614745,0.0028867155387611323,0.963692661776689,0.41049018430600903,0.705972648705085
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],297.15,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,27.233,-6.33,1.733,-2.545,-4.278,2.884,1.926,-0.714,0.532,-1.213,-1.572,1.083,2.355,-1.068,0.565,-1.514,-0.761,1.931,0.532,-1.32,0.005,-0.427,0.084,0.491,0.358,0.12,-0.653,-0.379,0.446,0.824,-0.346,496.0,27.233,-6.33,1.733,-2.545,-4.278,2.884,1.926,-0.714,0.532,-1.213,-1.572,1.083,2.355,-1.068,0.565,-1.514,-0.761,1.931,0.532,-1.32,0.005,-0.427,0.084,0.491,0.358,0.12,-0.653,-0.379,0.446,0.824,-0.346,2.847837624317561,0.0015504255983276012,0.9237067159220838,0.2515255509737046,0.32097736933283066,435.0,31.014,-4.956,-1.378,-2.299,-3.24,1.761,2.167,0.695,-0.443,-2.379,-0.174,1.124,0.714,0.515,-0.714,-0.629,-0.91,1.3,1.337,-1.214,-0.957,0.274,0.373,0.151,0.436,-0.215,-0.536,-0.296,0.394,0.732,-0.089,435.0,31.014,-4.956,-1.378,-2.299,-3.24,1.761,2.167,0.695,-0.443,-2.379,-0.174,1.124,0.714,0.515,-0.714,-0.629,-0.91,1.3,1.337,-1.214,-0.957,0.274,0.373,0.151,0.436,-0.215,-0.536,-0.296,0.394,0.732,-0.089,3.256126621162606,0.0022969785837754484,0.9632206785693875,0.40988027120302456,0.7415210392491614
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],301.66,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,20.52,-6.216,-0.161,-3.016,-3.753,2.698,3.296,-0.287,0.372,-1.631,-0.852,0.584,2.164,-0.87,0.085,-1.331,-0.589,1.702,1.267,-1.183,-0.406,0.021,0.055,0.504,0.093,0.081,-0.884,-0.106,0.151,0.847,0.175,496.0,20.52,-6.216,-0.161,-3.016,-3.753,2.698,3.296,-0.287,0.372,-1.631,-0.852,0.584,2.164,-0.87,0.085,-1.331,-0.589,1.702,1.267,-1.183,-0.406,0.021,0.055,0.504,0.093,0.081,-0.884,-0.106,0.151,0.847,0.175,2.590028990818713,0.0017336115751856312,0.8942630132744178,0.1859352811983562,0.37430007644381175,435.0,27.181,-3.314,0.091,-2.518,-3.642,1.605,3.069,0.658,-1.406,-0.655,-1.554,1.593,0.711,0.404,-0.531,-0.928,-0.605,1.202,1.735,-1.126,-0.94,0.026,0.456,-0.088,0.765,-0.535,-0.571,-0.367,0.467,0.722,-0.15,435.0,27.181,-3.314,0.091,-2.518,-3.642,1.605,3.069,0.658,-1.406,-0.655,-1.554,1.593,0.711,0.404,-0.531,-0.928,-0.605,1.202,1.735,-1.126,-0.94,0.026,0.456,-0.088,0.765,-0.535,-0.571,-0.367,0.467,0.722,-0.15,2.894280342383989,0.0025906397613844213,0.9496941804938549,0.34896705320930405,0.8161540366207137
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.18,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,23.553,-6.745,-0.372,-1.571,-4.769,3.393,1.025,0.292,-0.514,-0.58,-1.827,1.388,1.392,-0.661,-0.343,-1.074,-0.938,1.9,0.914,-1.058,-0.241,-0.337,-0.002,0.622,0.033,0.021,-0.536,-0.384,0.116,0.965,-0.024,496.0,23.553,-6.745,-0.372,-1.571,-4.769,3.393,1.025,0.292,-0.514,-0.58,-1.827,1.388,1.392,-0.661,-0.343,-1.074,-0.938,1.9,0.914,-1.058,-0.241,-0.337,-0.002,0.622,0.033,0.021,-0.536,-0.384,0.116,0.965,-0.024,2.6841342999145565,0.0016701539624945055,0.9122997448673382,0.22318451355884758,0.3203764121274778,435.0,28.184,-5.671,1.176,-1.963,-4.413,2.342,2.323,0.317,-0.616,-1.514,-0.635,1.214,1.143,-0.43,-0.395,-0.942,-0.734,1.41,1.753,-1.52,-0.812,0.188,0.272,0.237,0.461,-0.261,-0.652,-0.216,0.402,0.525,0.198,435.0,28.184,-5.671,1.176,-1.963,-4.413,2.342,2.323,0.317,-0.616,-1.514,-0.635,1.214,1.143,-0.43,-0.395,-0.942,-0.734,1.41,1.753,-1.52,-0.812,0.188,0.272,0.237,0.461,-0.261,-0.652,-0.216,0.402,0.525,0.198,3.403176551477166,0.0027054314773429303,0.9800857089260442,0.5248081385265424,0.6333331903749255
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.79,1,2,0.9,0,0,72,3.2117000000000013,5.1088081911072125,4.794537184071822,0.0,0.0,0.0,45.08944152527195,6.372924901329379,32.41733746856355,0.0,0.0,0.0,0.0,1.4311996572326342,5.969305287951849,0,0,1.0,0,0,64,-1.1131999999999973,16.8900640188746,0.0,0.0,0.0,0.0,0.0,27.407568469182717,16.44910267404264,36.95350718662555,0.0,0.0,0.0,0.0,0.0,496.0,24.58,-6.596,-0.929,-3.04,-4.471,3.107,2.128,-0.287,-0.53,-0.499,-2.009,1.27,1.579,-0.245,-0.041,-0.732,-0.983,2.001,0.324,-1.232,0.098,-0.354,0.104,0.578,0.456,-0.372,-0.413,-0.47,0.37,0.687,-0.031,496.0,24.58,-6.596,-0.929,-3.04,-4.471,3.107,2.128,-0.287,-0.53,-0.499,-2.009,1.27,1.579,-0.245,-0.041,-0.732,-0.983,2.001,0.324,-1.232,0.098,-0.354,0.104,0.578,0.456,-0.372,-0.413,-0.47,0.37,0.687,-0.031,2.8015700764993086,0.00157090433486184,0.9231052263822233,0.25092309412717373,0.3233380957288279,435.0,27.07,-4.303,-0.556,-2.301,-2.799,1.073,2.721,0.286,-0.131,-1.668,-0.813,1.576,0.878,0.156,-0.602,-0.641,-1.027,1.648,1.396,-1.195,-0.704,-0.108,0.506,0.244,0.37,-0.164,-0.65,-0.287,0.517,0.406,0.096,435.0,27.07,-4.303,-0.556,-2.301,-2.799,1.073,2.721,0.286,-0.131,-1.668,-0.813,1.576,0.878,0.156,-0.602,-0.641,-1.027,1.648,1.396,-1.195,-0.704,-0.108,0.506,0.244,0.37,-0.164,-0.65,-0.287,0.517,0.406,0.096,2.81401970849771,0.002187494872307747,0.9357044141566075,0.28695624103590933,0.6496146578451815
