Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,potential#1,potential#2
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],573.78,0.201,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],527.35,0.301,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],497.82,0.4,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],518.9,0.499,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],540.6,0.6,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],552.2,0.7,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],565.6,0.801,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],593.8,0.9,-0.007425417,-0.005576417
[N1111]Cl,C[N+](C)(C)C.[Cl-],[NH4]Cl,[Cl-].[NH4+],601.7,0.945,-0.007425417,-0.005576417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],601.9,0.054,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],596.4,0.1,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],563.1,0.199,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],532.3,0.304,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],507.7,0.401,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],475.7,0.5,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],447.7,0.6,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],459,0.7,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],490.9,0.8,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],512.9,0.889,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],520.9,0.932,-0.007349583,-0.007425417
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],568.7,0.062,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],564,0.086,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],558.7,0.153,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],548.4,0.206,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],540.8,0.27,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],532.6,0.316,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],522.3,0.358,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],515.8,0.404,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],503.3,0.503,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],514.6,0.597,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],526.4,0.688,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],530.4,0.796,-0.007349583,-0.00584025
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],534.5,0.878,-0.007349583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],603,0.051,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],589.2,0.101,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],551.8,0.202,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],515.2,0.301,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],465.5,0.4,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],421.5,0.498,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],360.7,0.599,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],405.6,0.697,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],439.8,0.798,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],477.5,0.897,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],489.7,0.945,-0.007257583,-0.007425417
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],573.4,0.049,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],563.2,0.118,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],542.9,0.216,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],531.7,0.245,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],518.8,0.292,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],497.7,0.379,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],478.2,0.489,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],484.8,0.596,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],490.9,0.707,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],496.6,0.8,-0.007257583,-0.00584025
[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],500.4,0.899,-0.007257583,-0.00584025
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Malonic Acid,O=C(O)CC(=O)O,255.17,0.5,-0.005568083,-0.00564925
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Oxalic Acid,O=C(O)C(=O)O,250.99,0.5,-0.005568083,-0.006627917
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Suberic Acid,O=C(O)CCCCCCC(=O)O,315.9,0.7,-0.005568083,-0.004568417
[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],Succinic Acid,O=C(O)CCC(=O)O,352.6,0.8,-0.005568083,-0.005095667
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Arginine,NC(=[NH2+])NCCC[C@H](N)C(=O)[O-],298.22,0.857142857,-0.007889,-0.008827
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Arginine,NC(=[NH2+])NCCC[C@H](N)C(=O)[O-],299.55,0.875,-0.007889,-0.008827
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Arginine,NC(=[NH2+])NCCC[C@H](N)C(=O)[O-],299.31,0.888888889,-0.007889,-0.008827
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Aspartic acid,[NH3+][C@@H](CC(=O)O)C(=O)[O-],298.23,0.9,-0.007889,-0.005987
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Aspartic acid,[NH3+][C@@H](CC(=O)O)C(=O)[O-],305.96,0.909090909,-0.007889,-0.005987
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Aspartic acid,[NH3+][C@@H](CC(=O)O)C(=O)[O-],304.93,0.916666667,-0.007889,-0.005987
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],518.3,0.094,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],520.4,0.099,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],471.2,0.197,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],472.6,0.197,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],421.4,0.304,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],422.7,0.308,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],368.4,0.394,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],316.3,0.51,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],317.7,0.512,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],326.9,0.575,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],328.3,0.588,-0.007889,-0.00584025
