Component_1,Smiles_1,Component_2,Smiles_2,T_EP,profile_1_1,profile_1_2,profile_2_1,profile_2_2,profile_3_1,profile_3_2,profile_4_1,profile_4_2,profile_5_1,profile_5_2
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],456.7,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.9,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.6,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],430.0,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],429.4,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.3,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.8,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.9,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.5,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.3,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.4,0.0,0.0,4.583175000000001,6.61445,12.114916666666666,4.008741666666666,0.5848416666666665,1.989083333333333,3.1620749999999993,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],543.6,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],523.7,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],483.6,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],443.1,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],386.6,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],403.4,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],373.9,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],363.32,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],375.15,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],368.52,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],384.48,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],393.78,0.0,0.0,4.969625000000001,6.61445,11.655733333333334,4.008741666666666,0.7857166666666665,1.989083333333333,3.405249999999999,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],557.2,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],535.6,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],535.5,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],498.7,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],471.4,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],459.4,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],416.7,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],415.5,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],383.6,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],382.9,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],340.8,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],341.5,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],313.6,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],313.3,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],323.6,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],338.9,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],353.5,0.0,0.0,6.073466666666668,6.61445,7.729641666666667,4.008741666666666,2.6868833333333333,1.989083333333333,2.0559583333333333,2.9921666666666664
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,Urea,NC(N)=O,291.15,0.0,0.39083333333333303,6.073466666666668,2.6018583333333334,7.729641666666667,1.8865250000000002,2.6868833333333333,1.7459333333333333,2.0559583333333333,1.3943166666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],553.1,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],523.0,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],491.2,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],453.7,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],411.7,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],416.4,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],417.7,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],433.3,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[MeCh]Cl,COCC[N+](C)(C)C.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],433.1,0.0,0.0,6.782166666666668,6.61445,6.710591666666666,4.008741666666666,1.6629416666666663,1.989083333333333,3.4946749999999986,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],568.7,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],564.0,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],558.7,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],548.4,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],540.8,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],532.6,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],522.3,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],515.8,0.0,0.0,5.1934000000000005,6.61445,9.741866666666667,4.008741666666666,0.7109083333333331,1.989083333333333,3.4471249999999998,2.9921666666666664
