features,MIC_1,MIC_2,MIC_3,MIC_4,MIC_5,MIC_sum,MIC
MinPartialCharge#2,0.2757875769767308,0.2765956944930569,0.2442707929206147,0.22174572886022018,0.2567772477277495,0.2550354081956744,True
BalabanJ#1,0.3042296571158063,0.3394921911476928,0.2884355658603834,0.25833306892484176,0.31972810821861275,0.3020437182534674,True
BalabanJ#2,0.26402113121637055,0.2530224314375572,0.25617100559608863,0.21965902734959164,0.2784181052931712,0.25425834017855586,True
fr_NH0#1,0.2337866266675678,0.2329446930336313,0.21587843978821278,0.2316602435954492,0.2339891317626537,0.22965182696950298,True
fr_NH0#2,0.31010840711808857,0.28297111173599077,0.2886520601369903,0.23834119080335636,0.32295440833016975,0.28860543562491914,True
fr_NH1#1,0.10698452313172077,0.11132951722513937,0.10998304292274734,0.09598915176726339,0.11068020708159407,0.106993288425693,False
fr_NH1#2,0.06969764897660112,0.09006923513218473,0.10218661704171757,0.11841598491694276,0.09611315104923711,0.09529652742333666,False
fr_NH2#1,0.14093562098098736,0.14273044261602136,0.1412102116765507,0.1463029423554606,0.1435368352379208,0.14294321057338816,False
fr_NH2#2,0.06496953703317007,0.08299597238184654,0.10558426951444452,0.11508861651220319,0.10802319526362848,0.09533231814105857,False
fr_Ndealkylation1#1,0.13980122976941287,0.13445122489486017,0.14025420066314703,0.15411017729046095,0.1381548877666986,0.14135434407691594,False
fr_Ndealkylation1#2,0.31391891591088006,0.28070479609600696,0.2920463664159203,0.22973010607936004,0.30086079723051157,0.2834521963465358,True
fr_amide#1,0.1321900161452765,0.13758937610282063,0.1367292980298337,0.14437773870316306,0.13865773505357357,0.1379088328069335,False
fr_amide#2,0.06496953703317007,0.10735334752662687,0.1171835804315876,0.1213189222216461,0.10802319526362848,0.10376971649533182,False
fr_halogen#1,0.2319090385886028,0.22723274974099633,0.21429988825546464,0.21830664075438966,0.21803957571337426,0.2219575786105655,True
fr_halogen#2,0.25610968752627883,0.23936593596796724,0.23568989876249413,0.22198969860526213,0.2570801824390113,0.2420470806602027,True
fr_phenol#1,0.1359506650257691,0.12924068172031303,0.12213852368870873,0.11778607137839563,0.13520738468725405,0.1280646653000881,False
fr_phenol#2,0.15759967695925722,0.15216784752275728,0.12234450624082413,0.14005599225723173,0.1428116206383688,0.14299592872368785,False
fr_quatN#1,0.22867487651380025,0.2286095039859545,0.20270928871869404,0.23368401067152172,0.2171914812916816,0.2221738322363304,True
fr_quatN#2,0.36995324698969156,0.339424547485948,0.3519888471779286,0.30339953262887837,0.3574464034298449,0.3444425155424583,True
NPR1#1,0.32932638323400765,0.34870242003202945,0.32926693112522415,0.2688977481003825,0.33762138544272907,0.32276297358687456,True
NPR1#2,0.34108358447333553,0.3280069480410378,0.3344506732417614,0.2835869436357668,0.3353869063073158,0.3245030111398435,True
NPR2#1,0.3448506934601925,0.35601080120663714,0.3185390804757925,0.2796929095154695,0.350209981646676,0.32986069326095346,True
NPR2#2,0.35185440999558615,0.34459825028862384,0.3393059500488611,0.2885258196049265,0.34870096394187106,0.3345970787759737,True
RadiusOfGyration#1,0.35115427192348264,0.3739894629706875,0.3318714936247087,0.28970000133722834,0.35783371666338193,0.3409097893038978,True
RadiusOfGyration#2,0.41835746270749663,0.38220129069036957,0.39052184131682943,0.3259041096532545,0.3909507186876559,0.38158708461112123,True
InertialShapeFactor#1,0.34315305763395193,0.36861966643107,0.32598128790198666,0.3014626407995774,0.35821882488467316,0.33948709553025186,True
InertialShapeFactor#2,0.35527417806456624,0.34841087483180877,0.3373947439265495,0.2864784601635931,0.3560089325205163,0.33671343790140673,True
SpherocityIndex#1,0.33681371646229513,0.3512381993677507,0.3262804838687123,0.28015071998582464,0.3587800695173133,0.33065263784037924,True
SpherocityIndex#2,0.3898812689192332,0.3457346140460489,0.35754765035276653,0.2837636460746847,0.3859430241473451,0.3525740407080157,True
MolWeight#1,0.339389394128451,0.3573574592521269,0.31117968636476084,0.27631035273828236,0.3437141787872425,0.3255902142541727,True
MolWeight#2,0.42214427924358094,0.38539826210633416,0.39596822224526046,0.3314176431255478,0.3995799478692173,0.3869016709179881,True
WAPS#1,0.3561791672075224,0.35947166984043083,0.3237077156953368,0.2971535691129364,0.35066400067283987,0.33743522450581326,True
WAPS#2,0.43023682546586195,0.4118316550650835,0.41681672612760456,0.36062563545670084,0.4395132343549086,0.4118048152940319,True
WANS#1,0.3276460585942513,0.35601250281745006,0.32084728433152077,0.28352387361179326,0.33997730923999436,0.3256014057190019,True
WANS#2,0.3410835844733355,0.38848547577623527,0.3344506732417612,0.2886736407888956,0.3882056828664327,0.3481798114293321,True
COSMO_charge#1,0.34996210801803074,0.352653142181485,0.32249686801215005,0.2747177813736326,0.3491618495780578,0.3297983498326712,True
COSMO_charge#2,0.3362851162930269,0.32081086157317945,0.31510106137712507,0.26564351175043077,0.3302045713594823,0.3136090244706489,True
ln_gamma_InfD#1,0.4129756001803424,0.4358554228685755,0.38457764000059735,0.33169389532689886,0.38523586828370027,0.39006768533202285,True
ln_gamma_InfD#2,0.3880630518518791,0.40329753331314194,0.3730790513489582,0.3591827525379746,0.4066902251168489,0.3860625228337605,True
lny#1,0.2605637042266033,0.25751286013143027,0.2630512636781342,0.2372698454465569,0.26291886881343207,0.25626330845923134,True
lny#2,0.2758014820768604,0.24997493102564686,0.25735484621172555,0.3004235882744968,0.2501295254557095,0.2667368746088878,True
s_profile_1#ratio,0.2927199376519718,0.3082916080617223,0.3288723343019636,0.27060761790194904,0.3224430650948402,0.3045869126024894,True
s_profile_2#ratio,0.3280449545992297,0.3072489960291186,0.27641746144584073,0.3189821693087299,0.3266937779459944,0.31147747186578273,True
s_profile_3#ratio,0.494678930680592,0.4756253928285935,0.4339496999949948,0.4145852885064003,0.45540419048531494,0.4548487004991791,True
s_profile_4#ratio,0.4756020036294646,0.4353623851520895,0.4257894554884245,0.375425295736426,0.41245197323958355,0.4249262226491976,True
s_profile_5#ratio,0.3502303547296925,0.34983589669810133,0.3536107011069228,0.3463814807632796,0.32176575582280686,0.3443648378241606,True
s_profile_6#ratio,0.4165282958929526,0.3886567942995838,0.3836179581417488,0.33186881996981754,0.38306798490141425,0.38074797064110333,True
s_profile_7#ratio,0.2467270555851916,0.27713739703936724,0.2738606257198267,0.2470231777343081,0.25667329596388594,0.2602843104085159,True
