Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,profile_1#1,profile_2#1,profile_3#1,profile_4#1,profile_5#1,profile_6#1,profile_7#1,profile_8#1,profile_9#1,profile_10#1,profile_1#2,profile_2#2,profile_3#2,profile_4#2,profile_5#2,profile_6#2,profile_7#2,profile_8#2,profile_9#2,profile_10#2
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],303.5,0.599,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],303.4,0.6,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],322.5,0.699,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],321.5,0.701,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.4,0.798,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],334.3,0.8,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],344.1,0.897,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],343.5,0.9,0,0,0.7515,3.991033333,5.587266667,1.8278,0.159633333,0.4257,3.405533333,0.003466667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],517.4,0.101,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],517.5,0.101,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],473.6,0.201,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],473.9,0.203,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],403.2,0.301,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],404,0.301,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],351.7,0.4,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352,0.4,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],323.5,0.499,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],323.5,0.501,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.7,0.6,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.5,0.602,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],340.5,0.698,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],340.9,0.699,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],345.5,0.799,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],346.1,0.8,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352.6,0.898,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352.8,0.9,0,0.000566667,1.291166667,4.090766667,4.318366667,1.230066667,0.688933333,1.167033333,2.771066667,0.0061,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],560.7,0.055,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],546.4,0.09,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],547,0.09,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],528.9,0.133,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],493.5,0.195,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],493.5,0.2,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],456.6,0.283,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],456.7,0.285,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.9,0.374,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.6,0.378,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],430,0.463,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],429.4,0.477,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.3,0.569,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.8,0.572,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.9,0.677,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.5,0.685,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.788,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.789,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.3,0.878,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.4,0.88,0,0,0.195933333,3.9525,7.963133333,2.9175,0.055433333,0.508633333,2.692366667,0.054633333,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],543.6,0.102,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],523.7,0.199,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],483.6,0.301,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],443.1,0.402,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],386.6,0.45,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],403.4,0.502,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],373.9,0.551,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],363.32,0.601,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],375.15,0.649,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],368.52,0.697,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],384.48,0.798,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],393.78,0.899,0,0,0.8072,3.4366,7.614166667,2.573133333,0.221866667,0.476066667,3.153766667,0.015666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],557.2,0.06,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],535.6,0.098,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],535.5,0.1,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],498.7,0.159,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],471.4,0.215,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],459.4,0.246,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],416.7,0.332,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],415.5,0.333,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],383.6,0.399,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],382.9,0.4,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],340.8,0.499,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],341.5,0.499,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],313.6,0.592,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,ChCl,C[N+](C)(C)CCO.[Cl-],313.3,0.594,0,0,0.4599,4.922566667,4.571433333,2.564433333,0.904433333,1.489033333,1.341833333,0.3821,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
