Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,sig2#1,sig3#1,sig4#1,sig5#1,sig6#1,Hb_acc3#1,Hb_don3#1,Volume#1,E_diel#1,av_dE#1,E_vdw#1,E_ring#1,mu_gas#1,sig2#2,sig3#2,sig4#2,sig5#2,sig6#2,Hb_acc3#2,Hb_don3#2,Volume#2,E_diel#2,av_dE#2,E_vdw#2,E_ring#2,mu_gas#2,WAPS#1,WANS#1,WAPS#2,WANS#2
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],303.5,0.599,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],303.4,0.6,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],322.5,0.699,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],321.5,0.701,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.4,0.798,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],334.3,0.8,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],344.1,0.897,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Mim]Cl,CCn1cc[n+](C)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],343.5,0.9,168.6503,150.1987,366.9612,516.4219,988.3753,18.9693,0.3316,194.9906,-41.9461,0.6179,7.9151,-0.9446,-15.5336,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.012535272,-0.005712217,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],517.4,0.101,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],517.5,0.101,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],473.6,0.201,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],473.9,0.203,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],403.2,0.301,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],404,0.301,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],351.7,0.4,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352,0.4,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],323.5,0.499,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],323.5,0.501,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.7,0.6,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.5,0.602,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],340.5,0.698,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],340.9,0.699,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],345.5,0.799,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],346.1,0.8,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352.6,0.898,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C2Ohmim]Cl,C[n+]1ccn(CCO)c1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],352.8,0.9,171.9329,111.9653,323.476,366.1635,763.639,14.8837,0.924,200.9888,-38.0813,0.8315,7.2404,-0.9446,-13.2894,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011866489,-0.006479179,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],560.7,0.055,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],546.4,0.09,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],547,0.09,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],528.9,0.133,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],493.5,0.195,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],493.5,0.2,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],456.6,0.283,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],456.7,0.285,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.9,0.374,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],419.6,0.378,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],430,0.463,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],429.4,0.477,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.3,0.569,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],437.8,0.572,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.9,0.677,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],445.5,0.685,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.788,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],458.6,0.789,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.3,0.878,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Mpyr]Cl,CCCC[N+]1(C)CCCC1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],463.4,0.88,159.09,166.0452,373.3331,590.2032,1108.5135,19.5132,0.0382,248.6397,-39.75,0.5823,8.8492,-0.9446,-13.098,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011171921,-0.00484023,0.012944751,-0.006715318
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],543.6,0.102,169.4084,153.552,381.8446,545.0038,1066.7539,19.4061,0.399,232.546,-43.2884,0.6352,8.9604,-1.1335,-15.5996,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011511134,-0.00508421,0.012944751,-0.006715318
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],523.7,0.199,169.4084,153.552,381.8446,545.0038,1066.7539,19.4061,0.399,232.546,-43.2884,0.6352,8.9604,-1.1335,-15.5996,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011511134,-0.00508421,0.012944751,-0.006715318
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],483.6,0.301,169.4084,153.552,381.8446,545.0038,1066.7539,19.4061,0.399,232.546,-43.2884,0.6352,8.9604,-1.1335,-15.5996,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011511134,-0.00508421,0.012944751,-0.006715318
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],443.1,0.402,169.4084,153.552,381.8446,545.0038,1066.7539,19.4061,0.399,232.546,-43.2884,0.6352,8.9604,-1.1335,-15.5996,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011511134,-0.00508421,0.012944751,-0.006715318
[C4Py]Cl,CCCC[n+]1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],386.6,0.45,169.4084,153.552,381.8446,545.0038,1066.7539,19.4061,0.399,232.546,-43.2884,0.6352,8.9604,-1.1335,-15.5996,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.011511134,-0.00508421,0.012944751,-0.006715318
