Component#1,Component#2,Smiles#1,Smiles#2,X#1,T_EP,PD,Type,groups,T#1,T#2,NumAliphaticCarbocycles#1,NumAliphaticCarbocycles#2,NumAliphaticHeterocycles#1,NumAliphaticHeterocycles#2,NumAromaticCarbocycles#1,NumAromaticCarbocycles#2,NumAromaticHeterocycles#1,NumAromaticHeterocycles#2,NumHAcceptors#1,NumHAcceptors#2,NumHDonors#1,NumHDonors#2,NumHeteroatoms#1,NumHeteroatoms#2,MaxPartialCharge#1,MaxPartialCharge#2,MinPartialCharge#1,MinPartialCharge#2,BalabanJ#1,BalabanJ#2,fr_NH0#1,fr_NH0#2,fr_NH1#1,fr_NH1#2,fr_NH2#1,fr_NH2#2,fr_Ndealkylation1#1,fr_Ndealkylation1#2,fr_amide#1,fr_amide#2,fr_halogen#1,fr_halogen#2,fr_phenol#1,fr_phenol#2,fr_quatN#1,fr_quatN#2,NPR1#1,NPR1#2,NPR2#1,NPR2#2,RadiusOfGyration#1,RadiusOfGyration#2,InertialShapeFactor#1,InertialShapeFactor#2,SpherocityIndex#1,SpherocityIndex#2,MolWeight#1,MolWeight#2,WAPS#1,WAPS#2,WANS#1,WANS#2,COSMO_charge#1,COSMO_charge#2,ln_gamma_InfD#1,ln_gamma_InfD#2,s_profile_1#ratio,s_profile_2#ratio,s_profile_3#ratio,s_profile_4#ratio,s_profile_5#ratio,s_profile_6#ratio,s_profile_7#ratio
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.2,473.6,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.3106866666666667,7.207020000000002,2.8910133333333334,1.0038133333333332,3.516326666666667,0.18548666666666638
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.3,403.2,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.3643466666666667,7.053146666666668,3.0926741666666664,1.0108366666666666,3.47394,0.20249666666666633
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.4,351.7,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.41800666666666675,6.899273333333334,3.2943350000000002,1.01786,3.4315533333333335,0.21950666666666635
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.5,323.5,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.47166666666666673,6.745400000000001,3.4959958333333336,1.0248833333333334,3.389166666666666,0.23651666666666632
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.6,333.5,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.5253266666666667,6.591526666666668,3.6976566666666666,1.0319066666666665,3.34678,0.2535266666666663
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.7,340.5,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.5789866666666668,6.437653333333335,3.8993175,1.0389300000000001,3.3043933333333326,0.2705366666666663
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.8,345.5,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.6326466666666668,6.283780000000001,4.100978333333334,1.0459533333333333,3.2620066666666663,0.28754666666666634
[C2OHmim]Cl,ChCl,C[n+]1ccn(CCO)c1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.9,352.6,Yes,IL mixture,1.0,358.88,578.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,0.2431134116633029,0.2103437495606454,-1.0,-1.0,3.999997728001341e-06,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5431733990673941,0.3504363029114663,0.6729929514318681,0.8529109401037032,2.280462129957224,2.301226162593521,0.0016233968445146,0.003626290929532,0.3504254114772551,0.6212629141768793,162.6182,139.6245,0.0118664888498324,0.012944750992983,-0.0064791787746496,-0.006715318077112,0.0063,0.0093,-0.03759,-0.01045,0.0,0.6863066666666667,6.129906666666667,4.302639166666667,1.0529766666666667,3.219619999999999,0.3045566666666663
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.1,546.4,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.18701000000000004,7.35266,3.220419166666666,0.9052566666666666,3.3760466666666664,0.28414333333333297
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.15,528.9,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.1788316666666667,7.271606666666667,3.5867829166666656,0.8630016666666666,3.26352,0.35048166666666625
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.2,493.5,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.17065333333333335,7.190553333333335,3.9531466666666657,0.8207466666666666,3.1509933333333335,0.4168199999999996
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.3,456.6,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.1542966666666667,7.028446666666667,4.685874166666665,0.7362366666666665,2.9259399999999998,0.5494966666666661
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.35,419.9,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.14611833333333335,6.947393333333334,5.052237916666665,0.6939816666666666,2.8134133333333335,0.6158349999999994
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.4,419.6,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.13794,6.866340000000001,5.418601666666665,0.6517266666666666,2.7008866666666664,0.6821733333333327
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.45,430.0,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.1297616666666667,6.785286666666668,5.784965416666665,0.6094716666666666,2.5883599999999998,0.748511666666666
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.5,429.4,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.12158333333333335,6.704233333333335,6.151329166666665,0.5672166666666666,2.475833333333333,0.8148499999999993
[C4Mpyr]Cl,ChCl,CCCC[N+]1(C)CCCC1.[Cl-],C[N+](C)(C)CCO.[Cl-],0.55,437.3,Yes,IL mixture,2.0,472.98,578.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0924120516236579,0.2103437495606454,-1.0,-1.0,8.999990301010764e-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1974842274026698,0.3504363029114663,0.9286227252395453,0.8529109401037032,2.858125924595301,2.301226162593521,0.003443225174716,0.003626290929532,0.389337646438592,0.6212629141768793,177.7159,139.6245,0.0111719210082054,0.012944750992983,-0.0048402295605079,-0.006715318077112,0.0058,0.0093,0.1656,0.11081,0.0,0.113405,6.623180000000001,6.517692916666665,0.5249616666666665,2.3633066666666664,0.8811883333333327
